emp_no,first_name,last_name,birth_date,from_date,to_date,dept_no,title
59442,Filipe,Bednarek,1964-09-26,1988-04-30,9999-01-01,d007,Staff
59443,Vitaly,Cardazo,1964-09-28,1986-04-12,9999-01-01,d004,Senior Engineer
59445,Khedija,Iacovou,1964-01-17,1985-12-14,9999-01-01,d007,Staff
59447,Falguni,Sudkamp,1964-06-22,1993-03-14,9999-01-01,d004,Engineer
59449,Premsyl,Morrow,1964-02-05,1987-01-25,9999-01-01,d005,Senior Engineer
59457,Gopalakrishnan,Raoux,1964-05-28,1996-01-23,9999-01-01,d007,Staff
59477,Kwangyoen,Raczkowsky,1964-07-16,1995-05-20,9999-01-01,d007,Staff
59511,Tadanori,Jayawardene,1964-11-23,1993-05-14,9999-01-01,d004,Senior Engineer
59533,Peternela,Uchoa,1964-10-03,1992-10-08,9999-01-01,d001,Staff
59542,Takahito,Pehl,1964-09-02,1997-11-21,9999-01-01,d005,Engineer
59554,Gen,Gurbaxani,1964-07-24,1997-12-13,9999-01-01,d004,Staff
59573,Angus,Lorie,1964-01-12,1998-12-13,9999-01-01,d004,Staff
59587,Przemyslawa,Peak,1964-05-20,1985-06-08,9999-01-01,d007,Senior Staff
59624,Pranas,Kieras,1964-09-23,1993-01-18,9999-01-01,d003,Staff
59632,Hausi,Manders,1964-01-10,1986-08-04,9999-01-01,d007,Staff
59640,Zita,Hiltgen,1965-01-18,1999-01-26,9999-01-01,d002,Staff
59652,Ebbe,Guardalben,1964-10-19,1993-03-21,9999-01-01,d001,Staff
59655,Richard,Kakkar,1964-01-16,1993-12-22,9999-01-01,d007,Senior Staff
59660,Jaana,Mateescu,1964-06-18,1993-09-10,9999-01-01,d004,Senior Engineer
59668,Shim,Murrill,1964-02-24,1985-09-22,9999-01-01,d005,Senior Engineer
59712,Xuejia,Duclos,1964-04-12,1994-02-20,9999-01-01,d004,Senior Engineer
59713,Howell,Nyrup,1964-05-02,1996-07-08,9999-01-01,d005,Engineer
59714,Francesca,Ressouche,1964-04-22,1998-01-12,9999-01-01,d005,Senior Engineer
59753,Dung,Whitcomb,1964-03-31,1996-12-26,9999-01-01,d005,Engineer
59755,Taiji,Ibel,1964-10-05,1999-02-12,9999-01-01,d007,Staff
59780,Kish,Verhaegen,1964-02-22,1987-11-26,9999-01-01,d005,Senior Engineer
59786,Gennadi,Swan,1964-12-04,2001-11-25,9999-01-01,d005,Engineer
59791,Mani,Brickell,1964-10-23,1994-03-29,9999-01-01,d004,Senior Engineer
59795,Nadjib,Muhlberg,1964-07-05,1996-12-11,9999-01-01,d005,Assistant Engineer
59806,Avishai,Koyama,1964-02-20,1995-01-03,9999-01-01,d002,Staff
59810,Amalendu,Anido,1964-03-09,1997-11-09,9999-01-01,d004,Engineer
59827,Heping,Melton,1964-02-07,1997-03-15,9999-01-01,d004,Engineer
59863,Dannz,Montresor,1964-12-22,1996-06-17,9999-01-01,d004,Senior Engineer
59869,Zsolt,Riefers,1965-02-01,1987-09-25,9999-01-01,d001,Staff
59874,Khue,Lovengreen,1964-07-14,1992-05-02,9999-01-01,d007,Staff
59875,Arup,Pargas,1964-10-27,1991-05-28,9999-01-01,d007,Staff
59951,Otmar,Frolund,1964-02-07,1987-02-07,9999-01-01,d009,Staff
59962,Zorica,Kusakari,1964-02-09,1998-05-09,9999-01-01,d005,Engineer
59963,Odinaldo,Zuberek,1964-08-01,2000-09-24,9999-01-01,d001,Staff
59966,Steen,Salvesen,1965-01-28,1993-02-03,9999-01-01,d004,Technique Leader
59969,Xuejia,Mattern,1964-09-13,1988-01-28,9999-01-01,d009,Staff
59979,Vatsa,Asrin,1964-10-30,1988-07-03,9999-01-01,d005,Senior Engineer
59985,Teunis,Gyorkos,1964-07-03,1995-02-22,9999-01-01,d003,Senior Staff
60000,Heekeun,Emmart,1965-01-16,1995-09-23,9999-01-01,d005,Engineer
60014,Odinaldo,Ibel,1964-03-14,1993-01-20,9999-01-01,d004,Engineer
60019,Pantung,Ranum,1964-04-11,1996-05-16,9999-01-01,d004,Engineer
60030,Genki,Iisaka,1964-08-02,1997-09-15,9999-01-01,d009,Staff
60031,Avishai,Birrer,1964-11-04,1990-07-09,9999-01-01,d005,Senior Engineer
60078,Barry,Sullins,1964-11-24,1993-08-07,9999-01-01,d004,Senior Engineer
60091,Surveyors,Bade,1965-02-01,1990-04-11,9999-01-01,d009,Staff
60105,Gio,Barbanera,1964-08-11,1999-05-19,9999-01-01,d005,Assistant Engineer
60127,Tetsurou,Gecseg,1964-06-27,1994-09-21,9999-01-01,d005,Senior Engineer
60138,Baruch,Moehrke,1964-11-09,1990-01-04,9999-01-01,d004,Senior Engineer
60142,Vincent,Roohalamini,1964-09-03,1999-12-09,9999-01-01,d009,Staff
60145,Shigeu,Reutenauer,1964-06-07,1989-07-28,9999-01-01,d005,Technique Leader
60149,Augustine,Pillow,1964-03-03,1994-08-14,9999-01-01,d008,Staff
60159,Yunming,Bergere,1964-12-11,1987-11-05,9999-01-01,d009,Senior Staff
60167,Phuoc,Hettesheimer,1964-02-26,1995-12-09,9999-01-01,d005,Engineer
60176,Heon,Panwar,1964-09-24,1988-03-06,9999-01-01,d004,Senior Engineer
60177,Pranas,Cunliffe,1964-07-31,1998-12-18,9999-01-01,d005,Senior Engineer
60188,Padma,Erva,1964-11-16,1985-10-06,9999-01-01,d004,Senior Engineer
60218,Shaowei,Cangellaris,1964-10-12,1998-10-10,9999-01-01,d008,Senior Staff
60220,Mahmut,Milicic,1964-07-24,1994-03-01,9999-01-01,d005,Engineer
60234,Goncalo,Bultermann,1964-08-09,1988-01-31,9999-01-01,d005,Engineer
60238,Erzsebet,Claffy,1965-01-23,1999-02-19,9999-01-01,d001,Staff
60249,Greger,Wendorf,1964-08-02,1994-01-12,9999-01-01,d001,Senior Staff
60295,Dulce,Vanwelkenhuysen,1964-07-12,1989-06-06,9999-01-01,d001,Staff
60311,Houman,Ramsak,1964-05-08,1992-08-11,9999-01-01,d008,Staff
60334,Chikara,Crooks,1964-09-12,1996-03-25,9999-01-01,d009,Staff
60344,Siamak,Zockler,1964-01-30,1990-11-29,9999-01-01,d004,Technique Leader
60348,Chrisa,Narahari,1964-07-18,1989-07-11,9999-01-01,d002,Staff
60387,Genta,Seuren,1964-11-03,1992-12-12,9999-01-01,d007,Staff
60401,Laurentiu,Randt,1964-01-10,1985-02-19,9999-01-01,d005,Senior Engineer
60406,Younwoo,Rosin,1964-11-02,1989-06-15,9999-01-01,d004,Senior Engineer
60415,Erzsebet,Baez,1964-10-07,1992-02-15,9999-01-01,d004,Senior Engineer
60433,Sachem,Zyda,1964-04-12,1997-06-08,9999-01-01,d009,Staff
60448,Piyush,Irland,1964-02-29,1987-05-20,9999-01-01,d007,Senior Staff
60484,Guoxiang,Barinka,1964-11-17,1999-08-25,9999-01-01,d005,Engineer
60506,Arve,Demian,1964-10-24,1996-03-26,9999-01-01,d005,Senior Engineer
60509,Mariangiola,Falco,1964-07-04,1998-08-01,9999-01-01,d001,Senior Staff
60555,Kayoko,Aloisi,1964-12-19,1986-02-08,9999-01-01,d005,Senior Engineer
60556,Nechama,Remmers,1964-01-05,1999-02-19,9999-01-01,d007,Staff
60559,Jeanna,Stemann,1965-01-19,1988-08-29,9999-01-01,d004,Senior Engineer
60571,Huei,Pauthner,1964-03-13,1991-12-17,9999-01-01,d005,Senior Engineer
60603,Shahid,Badache,1964-05-12,1989-12-20,9999-01-01,d009,Staff
60615,Guozhong,Pollacia,1964-04-24,1993-02-25,9999-01-01,d007,Staff
60635,Khue,Callaway,1964-10-08,1990-12-28,9999-01-01,d007,Staff
60640,Ennio,Ohori,1964-06-01,1999-05-05,9999-01-01,d005,Senior Engineer
60657,Susanne,Ghelli,1964-09-26,1990-10-26,9999-01-01,d005,Technique Leader
60662,Hiroyasu,Gustavson,1964-09-01,1991-06-10,9999-01-01,d004,Senior Engineer
60667,Niclas,Dayana,1964-04-18,2001-12-31,9999-01-01,d004,Senior Engineer
60668,Tristan,Shihab,1964-08-28,1997-06-19,9999-01-01,d009,Staff
60703,Murthy,Strandh,1964-01-25,1995-07-02,9999-01-01,d007,Staff
60721,Macha,Olano,1964-10-02,1998-11-24,9999-01-01,d007,Staff
60725,Ioana,Gils,1964-05-11,1992-02-18,9999-01-01,d004,Senior Engineer
60760,Vasilii,Riesenhuber,1964-01-29,1995-03-03,9999-01-01,d005,Senior Engineer
60777,Taiji,Keirsey,1964-04-25,1998-02-20,9999-01-01,d004,Engineer
60796,Uta,Gornas,1964-07-17,1990-11-25,9999-01-01,d004,Senior Engineer
60813,Shaowen,Garnham,1964-07-04,1988-10-29,9999-01-01,d007,Staff
60816,Zdislav,VanScheik,1964-04-11,1990-12-16,9999-01-01,d005,Senior Engineer
60821,Moty,Mersereau,1965-01-02,1991-09-03,9999-01-01,d003,Staff
60845,Bedir,Siegrist,1965-01-14,1997-05-13,9999-01-01,d004,Engineer
60862,Wojceich,Chvatal,1964-01-21,1991-06-12,9999-01-01,d006,Senior Engineer
60875,Rildo,Masaki,1965-01-21,1990-01-14,9999-01-01,d006,Senior Engineer
60876,Sanjiv,Itzigehl,1964-05-19,1990-02-02,9999-01-01,d005,Senior Engineer
60895,Sanjit,Remmele,1964-07-15,1998-12-25,9999-01-01,d005,Engineer
60917,Franziska,Narlikar,1964-04-10,1997-08-29,9999-01-01,d005,Senior Engineer
60924,Mohamadou,Oxenboll,1964-03-19,1999-07-22,9999-01-01,d001,Staff
60925,Maja,Georgakopoulos,1964-06-28,1987-08-27,9999-01-01,d004,Technique Leader
60927,Mack,Chvatal,1964-11-03,1998-04-18,9999-01-01,d007,Senior Staff
60931,Frederique,Pintelas,1964-04-09,1989-08-31,9999-01-01,d005,Senior Engineer
60943,Valdiodio,Luck,1964-04-04,1999-01-07,9999-01-01,d001,Staff
60959,Tetsushi,Sridhar,1965-01-09,1989-10-19,9999-01-01,d001,Staff
60974,Oldrich,Rassart,1964-11-14,1999-10-20,9999-01-01,d005,Engineer
60975,Bingning,Yetto,1964-10-07,1985-11-13,9999-01-01,d001,Staff
60978,Taizo,Paciorek,1964-08-06,1987-03-04,9999-01-01,d001,Staff
60983,Menkae,England,1964-03-12,1993-07-01,9999-01-01,d005,Technique Leader
60994,Tristan,Uludag,1964-02-22,1987-04-12,9999-01-01,d005,Senior Engineer
61004,Mountaz,Alameldin,1964-12-29,1990-07-05,9999-01-01,d005,Engineer
61011,Kellyn,Miyakawa,1964-09-28,1996-06-07,9999-01-01,d004,Senior Engineer
61031,Kayoko,Bakhtari,1964-11-21,1996-04-22,9999-01-01,d002,Senior Staff
61050,Dmitry,McAffer,1964-05-23,1991-04-27,9999-01-01,d007,Staff
61058,Xinglin,Lakshmanan,1964-12-05,1988-06-08,9999-01-01,d009,Staff
61075,Basem,Kambil,1964-06-20,1998-04-18,9999-01-01,d009,Staff
61084,Siddarth,Ramamoorthy,1964-11-11,1994-07-29,9999-01-01,d008,Staff
61105,Shih,Birsak,1964-04-09,1992-09-21,9999-01-01,d005,Senior Engineer
61133,Sachar,Schaad,1964-03-22,1994-02-28,9999-01-01,d004,Senior Engineer
61145,Naftali,Senzako,1964-01-08,1996-12-29,9999-01-01,d007,Staff
61147,Leszek,Werthner,1965-01-30,1999-03-03,9999-01-01,d001,Staff
61164,Magdalena,Chaudhuri,1964-06-18,1997-04-30,9999-01-01,d005,Engineer
61201,Jiang,Chepyzhov,1964-08-20,1989-10-09,9999-01-01,d001,Staff
61212,Berni,Stassinopoulos,1964-09-19,1989-06-25,9999-01-01,d007,Staff
61225,Pranay,Hofmeyr,1964-11-20,1996-06-05,9999-01-01,d004,Engineer
61227,Muneo,Foote,1964-10-17,1987-12-31,9999-01-01,d007,Senior Staff
61237,Shmuel,Cronin,1964-08-14,1990-03-13,9999-01-01,d008,Staff
61247,Alexius,Cmelik,1964-12-14,1997-01-20,9999-01-01,d003,Senior Staff
61253,Cheong,Uhrik,1965-01-09,2002-05-09,9999-01-01,d008,Senior Engineer
61262,Zeljko,Merkl,1964-05-10,1998-06-30,9999-01-01,d005,Assistant Engineer
61279,Domenick,Ritcey,1964-12-21,1986-09-17,9999-01-01,d007,Staff
61311,Gal,Riefers,1964-03-25,1994-08-12,9999-01-01,d004,Engineer
61325,Sachar,Ballarin,1964-02-08,1987-12-01,9999-01-01,d002,Staff
61349,Supot,Schade,1964-04-11,1990-10-10,9999-01-01,d005,Senior Engineer
61377,Dannz,Ohori,1965-01-01,1997-04-13,9999-01-01,d004,Staff
61385,Xinan,Xiaoshan,1964-06-22,1988-02-22,9999-01-01,d007,Staff
61405,Huican,Gire,1964-05-11,1986-12-14,9999-01-01,d005,Senior Engineer
61408,Houman,Ranta,1964-07-09,1987-08-25,9999-01-01,d007,Staff
61412,Hidde,Molenkamp,1964-06-17,1998-01-04,9999-01-01,d005,Staff
61417,Prodip,Masamoto,1964-07-29,1993-03-22,9999-01-01,d004,Senior Engineer
61430,Sedat,Lanteri,1964-11-05,1993-08-17,9999-01-01,d007,Staff
61452,Mitsuyuki,Fortenbacher,1964-11-23,1996-02-14,9999-01-01,d006,Engineer
61502,Nathan,Wegerle,1964-09-02,2001-03-27,9999-01-01,d009,Staff
61523,Jiann,Matzke,1964-07-17,1989-04-02,9999-01-01,d002,Senior Staff
61525,Yunming,Schach,1964-05-10,1996-02-02,9999-01-01,d008,Staff
61527,Mani,Jervis,1964-06-19,1988-08-21,9999-01-01,d005,Senior Engineer
61529,Akemi,Matzen,1964-06-22,1995-02-03,9999-01-01,d009,Staff
61541,Kasidit,Papsdorf,1965-01-08,1993-08-17,9999-01-01,d005,Senior Engineer
61558,Xudong,Marciano,1964-10-16,1997-08-22,9999-01-01,d005,Senior Engineer
61573,Miomir,Emiris,1964-02-11,1992-11-05,9999-01-01,d004,Technique Leader
61581,Shigenori,Lalonde,1964-10-19,1997-11-27,9999-01-01,d006,Senior Engineer
61605,Weiwu,Loncour,1964-01-11,1998-10-12,9999-01-01,d009,Staff
61608,Chaosheng,Jeong,1964-07-22,1990-10-16,9999-01-01,d009,Senior Staff
61616,Abdelghani,Picci,1964-07-16,1987-03-12,9999-01-01,d004,Senior Engineer
61637,Chirstian,Chappelet,1964-06-17,1988-07-14,9999-01-01,d008,Senior Staff
61639,Sham,Murtha,1964-05-01,1994-11-12,9999-01-01,d004,Senior Engineer
61671,Vojin,Boissier,1964-07-15,1996-05-03,9999-01-01,d007,Staff
61690,Vasiliy,Fairtlough,1964-02-25,1995-05-27,9999-01-01,d007,Senior Staff
61707,Jacopo,Granlund,1964-08-09,1999-09-22,9999-01-01,d005,Senior Engineer
61748,Fabrizio,Mundy,1964-05-05,1985-09-06,9999-01-01,d004,Senior Engineer
61754,Otmar,Negoita,1964-03-11,1993-04-17,9999-01-01,d002,Staff
61770,Yannik,Streit,1964-04-05,2001-01-30,9999-01-01,d004,Staff
61812,Kokou,Lorcy,1964-03-11,1993-02-13,9999-01-01,d005,Senior Engineer
61816,Aleksandar,Rebaine,1964-10-05,1998-03-13,9999-01-01,d007,Staff
61820,Mara,Bouloucos,1964-01-19,1989-05-27,9999-01-01,d005,Senior Engineer
61851,King,Manders,1964-03-02,1995-11-30,9999-01-01,d005,Engineer
61873,Woody,Rusmann,1965-01-19,1993-02-26,9999-01-01,d006,Engineer
61890,Carrsten,Gajiwala,1964-03-10,2002-05-06,9999-01-01,d009,Senior Engineer
61901,Thanasis,Takanami,1964-12-13,1993-10-09,9999-01-01,d007,Staff
61940,Deborah,McAlpine,1964-09-19,1995-09-11,9999-01-01,d004,Senior Staff
61950,Basil,Zucker,1964-06-05,1986-05-05,9999-01-01,d009,Senior Staff
61953,Huai,Weisert,1964-07-24,1994-05-31,9999-01-01,d005,Senior Engineer
61958,Ziyad,Compeau,1964-02-13,1999-07-02,9999-01-01,d005,Senior Engineer
61963,Hirochika,Bernardinello,1964-10-14,1987-06-20,9999-01-01,d005,Senior Engineer
61987,Carrsten,Baik,1964-12-18,1990-03-11,9999-01-01,d005,Senior Engineer
61991,Susuma,Krybus,1964-03-15,1988-04-14,9999-01-01,d009,Staff
62006,Martins,Setlzner,1964-09-24,1993-05-21,9999-01-01,d001,Staff
62009,Masoud,Stanfel,1964-09-11,1991-01-03,9999-01-01,d007,Senior Staff
62011,Fox,Thambidurai,1964-09-12,1986-05-21,9999-01-01,d005,Senior Engineer
62033,Heeju,Cappelli,1965-01-24,1987-01-15,9999-01-01,d004,Senior Engineer
62035,Uma,Backhouse,1964-06-17,1995-07-05,9999-01-01,d005,Senior Engineer
62046,Karlis,Nanard,1965-01-31,1992-09-19,9999-01-01,d004,Senior Engineer
62067,Brigham,Trachtenberg,1964-03-31,1987-02-11,9999-01-01,d005,Senior Engineer
62090,Dannz,Birnbaum,1964-07-18,1988-10-13,9999-01-01,d004,Senior Engineer
62117,Bojan,Crouzet,1964-06-25,1994-06-10,9999-01-01,d005,Senior Engineer
62118,Tsvetan,Rabehasaina,1964-09-15,1990-11-03,9999-01-01,d009,Staff
62120,Arumugam,Siepmann,1964-07-06,1986-07-31,9999-01-01,d005,Technique Leader
62122,Subhrajyoti,Juneja,1964-02-05,1985-02-03,9999-01-01,d005,Senior Engineer
62125,Shahab,Pokrovskii,1964-01-15,1997-03-12,9999-01-01,d007,Staff
62131,Mohua,Ohori,1964-12-23,1996-10-09,9999-01-01,d004,Senior Engineer
62140,Tristan,Landherr,1964-02-01,1993-09-10,9999-01-01,d006,Engineer
62148,Edwin,Deyuan,1964-03-23,1991-01-07,9999-01-01,d007,Staff
62152,Mabhin,Thiran,1964-10-27,2002-04-21,9999-01-01,d009,Senior Engineer
62154,Horward,Borstler,1964-04-19,1990-05-06,9999-01-01,d001,Senior Staff
62161,Yakichi,Zuberek,1964-11-22,2000-11-09,9999-01-01,d004,Engineer
62168,Sanjiv,Pietrzykowski,1964-03-16,1995-04-14,9999-01-01,d004,Engineer
62181,Halsur,Thombley,1964-02-18,1992-12-06,9999-01-01,d005,Senior Engineer
62186,Tru,Legleitner,1964-03-23,1988-01-14,9999-01-01,d004,Senior Engineer
62209,Martina,Bednarek,1964-05-16,1996-06-21,9999-01-01,d007,Senior Staff
62212,Achilleas,Terekhov,1964-01-19,1990-02-18,9999-01-01,d002,Staff
62216,Nahid,Maquelin,1964-05-13,1996-03-05,9999-01-01,d006,Engineer
62227,Josyula,Eugenio,1964-06-14,1992-10-18,9999-01-01,d002,Staff
62231,Marek,Brodal,1964-11-02,1986-08-17,9999-01-01,d007,Staff
62238,Zhilian,Brandsma,1964-04-25,1990-01-16,9999-01-01,d004,Senior Engineer
62245,Adel,Bressoud,1965-01-01,1995-08-30,9999-01-01,d005,Engineer
62254,Mong,Rosin,1964-12-24,1985-08-21,9999-01-01,d003,Senior Staff
62279,Udaiprakash,Kavraki,1964-01-03,1994-12-06,9999-01-01,d005,Engineer
62295,Venkatesan,Fioravanti,1964-07-08,1991-04-05,9999-01-01,d005,Technique Leader
62338,Amstein,Thiran,1964-10-11,1996-03-03,9999-01-01,d007,Senior Staff
62388,Marlo,Terekhov,1964-11-12,1994-02-24,9999-01-01,d004,Senior Engineer
62389,Gererd,Ramalingam,1964-06-20,1991-02-11,9999-01-01,d004,Technique Leader
62393,Muzhong,Nooteboom,1964-05-22,1992-04-18,9999-01-01,d004,Senior Engineer
62396,Uzi,Lores,1964-11-21,1998-08-21,9999-01-01,d005,Engineer
62446,Tsutomu,Bage,1964-01-28,1998-11-18,9999-01-01,d002,Staff
62450,Debaprosad,Rosin,1964-01-03,1992-12-27,9999-01-01,d009,Staff
62505,Arnould,Ritzmann,1964-01-25,1989-05-23,9999-01-01,d002,Staff
62511,Vatsa,Poehlman,1964-11-02,1988-07-14,9999-01-01,d009,Staff
62565,Xiaoshan,Stanger,1964-08-19,1999-11-18,9999-01-01,d002,Staff
62605,Guther,Thebaut,1964-02-10,1986-12-14,9999-01-01,d006,Senior Engineer
62618,Georgi,Journel,1964-01-24,1999-03-19,9999-01-01,d007,Staff
62622,Yishai,Kushner,1964-06-10,1986-07-02,9999-01-01,d007,Staff
62627,Atilio,Gecsei,1964-02-14,1989-04-16,9999-01-01,d005,Technique Leader
62639,Radhakrishnan,Impagliazzo,1964-04-04,1997-07-16,9999-01-01,d004,Engineer
62655,Byong,Muhling,1964-05-05,1987-07-23,9999-01-01,d005,Senior Engineer
62657,Panayotis,Beidas,1964-03-19,1988-03-08,9999-01-01,d006,Senior Engineer
62775,Hatem,Borovoy,1964-10-11,1999-08-08,9999-01-01,d005,Engineer
62776,Mabry,Kulisch,1964-07-06,1998-03-30,9999-01-01,d008,Staff
62809,Xinyu,Awdeh,1964-04-13,1986-03-19,9999-01-01,d008,Staff
62831,Masaru,Miculan,1964-07-05,1987-01-23,9999-01-01,d006,Senior Engineer
62832,Jeanna,Anandan,1964-08-15,1991-12-14,9999-01-01,d005,Senior Engineer
62834,Dante,Collette,1964-08-21,1994-08-14,9999-01-01,d004,Senior Engineer
62893,Frazer,Ebeling,1964-01-21,1998-04-06,9999-01-01,d005,Engineer
62905,Moie,Birrer,1964-07-04,1986-05-12,9999-01-01,d005,Senior Engineer
62927,Chiranjit,Plessier,1964-05-10,1994-10-07,9999-01-01,d005,Senior Engineer
62950,Nagui,Feldhoffer,1964-11-05,1996-11-10,9999-01-01,d004,Technique Leader
62959,Jeane,Camarinopoulos,1964-06-20,1995-12-18,9999-01-01,d008,Senior Staff
62976,Conal,Lagarias,1964-07-04,2001-08-20,9999-01-01,d009,Staff
63026,Jaber,Stassinopoulos,1964-07-02,1986-09-29,9999-01-01,d007,Staff
63033,Mooi,Tagansky,1964-03-23,1989-04-02,9999-01-01,d005,Senior Engineer
63042,Weidon,Poujol,1964-05-11,1986-08-18,9999-01-01,d005,Senior Engineer
63055,Aleksandar,Falco,1964-07-10,1990-11-10,9999-01-01,d007,Staff
63084,Gor,Klassen,1964-12-11,1994-11-21,9999-01-01,d001,Staff
63092,Valeri,Kisuki,1964-03-24,1985-06-08,9999-01-01,d005,Senior Engineer
63093,Cordelia,Bage,1964-04-07,1998-12-03,9999-01-01,d004,Engineer
63130,Navin,Schieder,1964-04-15,1997-03-01,9999-01-01,d009,Staff
63134,Khalid,Anily,1964-01-31,1997-01-26,9999-01-01,d009,Engineer
63140,Moie,Nitsche,1964-04-20,1998-07-11,9999-01-01,d002,Staff
63149,Hausi,Rodier,1964-01-07,1996-10-03,9999-01-01,d008,Staff
63172,Nahla,Underwood,1964-06-25,1996-11-01,9999-01-01,d004,Senior Engineer
63176,Abdulla,Awdeh,1964-06-16,1994-08-14,9999-01-01,d008,Senior Staff
63187,Yuguang,Mapelli,1964-04-28,1995-04-09,9999-01-01,d005,Engineer
63197,Xiadong,England,1964-10-22,1988-10-30,9999-01-01,d009,Staff
63260,Chinya,Castellani,1964-02-12,1989-03-01,9999-01-01,d004,Senior Engineer
63264,Yonghong,Coney,1964-12-25,1986-07-23,9999-01-01,d008,Staff
63294,Tetsushi,Tanemo,1965-01-23,1997-03-01,9999-01-01,d004,Senior Engineer
63297,Marsja,Sessa,1964-08-04,1988-03-13,9999-01-01,d004,Senior Engineer
63310,Heather,Rodiger,1964-07-19,1986-03-29,9999-01-01,d004,Senior Engineer
63332,Venkatesan,Alblas,1964-09-05,1988-08-24,9999-01-01,d008,Staff
63337,Temple,Herbst,1964-06-01,1995-07-08,9999-01-01,d005,Senior Engineer
63344,Garnet,Randi,1964-12-05,1997-05-07,9999-01-01,d001,Senior Staff
63364,Pantung,Stanger,1964-12-16,2001-09-14,9999-01-01,d009,Staff
63372,Adamantios,Dulin,1964-08-25,1993-08-13,9999-01-01,d003,Staff
63379,Barna,Krogh,1964-12-03,1985-11-15,9999-01-01,d003,Staff
63405,Yongmin,Schieder,1964-04-24,1999-10-29,9999-01-01,d007,Staff
63416,Chaoyi,Gerlach,1964-02-23,1994-10-07,9999-01-01,d008,Staff
63419,Hiroyasu,Seuren,1965-01-14,1989-03-05,9999-01-01,d004,Senior Engineer
63430,Munenori,Norsworthy,1964-03-05,1989-07-14,9999-01-01,d006,Senior Engineer
63433,Khosrow,Czaja,1964-12-03,2000-07-06,9999-01-01,d006,Senior Engineer
63435,Arto,Plotkin,1964-08-12,1995-05-30,9999-01-01,d005,Senior Engineer
63441,Hinrich,Scallan,1965-01-15,1999-04-04,9999-01-01,d003,Staff
63445,Vidar,Bade,1964-05-03,1997-05-15,9999-01-01,d001,Senior Staff
63450,Przemyslawa,Zweizig,1964-07-28,1994-01-18,9999-01-01,d003,Staff
63460,Heng,Hinsberger,1964-07-30,1987-06-08,9999-01-01,d007,Staff
63492,Shen,Pappas,1964-02-08,1992-05-13,9999-01-01,d005,Senior Engineer
63499,Arif,Wegerle,1964-01-02,1986-02-01,9999-01-01,d007,Staff
63506,Malu,Janetzko,1964-12-20,1995-01-20,9999-01-01,d004,Senior Engineer
63527,Debaprosad,Curless,1964-12-12,1999-03-14,9999-01-01,d001,Staff
63540,Ger,Papsdorf,1964-01-02,1991-12-02,9999-01-01,d004,Technique Leader
63548,Brendon,Trystram,1964-03-12,1998-08-03,9999-01-01,d005,Engineer
63555,Piyush,Condotta,1964-05-01,1998-02-23,9999-01-01,d005,Assistant Engineer
63566,Heekeun,Slaats,1965-01-31,1999-01-12,9999-01-01,d007,Senior Staff
63582,Atreye,Cairo,1964-10-20,1995-07-10,9999-01-01,d005,Engineer
63585,Mototsugu,Llado,1964-03-14,1993-05-25,9999-01-01,d001,Staff
63606,Fayez,Denis,1964-03-01,1997-12-27,9999-01-01,d004,Engineer
63608,Jaroslava,Swist,1964-10-28,1997-10-16,9999-01-01,d004,Engineer
63628,Sampalli,Ranta,1964-07-07,1989-04-17,9999-01-01,d004,Technique Leader
63631,Falguni,Cherinka,1965-01-22,1987-10-15,9999-01-01,d009,Senior Engineer
63640,Genevieve,Candan,1964-05-14,1988-10-04,9999-01-01,d008,Staff
63662,Sreekrishna,Alpay,1964-06-16,1987-03-18,9999-01-01,d004,Senior Engineer
63705,Horward,Bardell,1964-03-10,1998-07-30,9999-01-01,d006,Senior Engineer
63706,Sedat,Itzigehl,1965-01-26,1997-07-31,9999-01-01,d005,Engineer
63717,Yuqun,Riesenhuber,1964-03-07,1997-10-18,9999-01-01,d005,Technique Leader
63756,Sverrir,Marciano,1964-04-04,1987-10-30,9999-01-01,d004,Senior Engineer
63761,Kwangsub,Mamelak,1964-12-31,2002-05-27,9999-01-01,d004,Engineer
63763,Shigeu,Ginneken,1964-03-06,1986-08-07,9999-01-01,d005,Senior Engineer
63767,Basem,Delgrande,1964-04-06,1997-07-21,9999-01-01,d005,Engineer
63786,IEEE,Scharstein,1964-08-23,1986-01-18,9999-01-01,d003,Staff
63790,Nahum,Pagter,1964-02-16,1993-05-12,9999-01-01,d005,Senior Engineer
63815,Arto,Dayang,1964-08-04,1990-11-27,9999-01-01,d003,Staff
63818,Nahum,Maginnis,1964-09-13,1997-11-13,9999-01-01,d009,Staff
63826,Yagil,Ulupinar,1964-10-19,1997-08-26,9999-01-01,d009,Senior Engineer
63827,Shalesh,Melton,1964-02-18,1990-08-23,9999-01-01,d007,Staff
63838,Shem,Poulakidas,1964-11-15,1996-01-22,9999-01-01,d009,Staff
63858,Torsten,Chorvat,1964-01-23,1987-10-30,9999-01-01,d006,Senior Engineer
63870,Satyanarayana,Peng,1964-08-11,1992-06-15,9999-01-01,d005,Senior Engineer
63879,Diederik,Fortenbacher,1964-04-08,1986-06-16,9999-01-01,d007,Staff
63929,Munir,Veldwijk,1964-03-30,1986-03-17,9999-01-01,d007,Senior Staff
63946,Aron,Ratnakar,1964-10-12,1986-11-03,9999-01-01,d004,Assistant Engineer
63966,Froduald,Kolinko,1964-06-10,2000-01-04,9999-01-01,d005,Senior Engineer
